User_ID,Recommendation_Rank,Movie_ID,Predicted_Rating,Movie_Title,Strategy_Used
885013,5,359,4.519,Absolutely Fabulous: Series 5,Personalized (SVD)
885013,6,135,4.508,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
885013,7,85,4.491,Elfen Lied,Personalized (SVD)
885013,8,33,4.485,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
885013,9,241,4.455,North by Northwest,Personalized (SVD)
885013,10,270,4.452,Sex and the City: Season 4,Personalized (SVD)
30878,1,13,4.351,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
30878,2,325,4.314,Ghosts of Rwanda: Frontline,Personalized (SVD)
30878,3,33,4.234,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
30878,4,68,4.224,Invader Zim,Personalized (SVD)
30878,5,106,4.220,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
30878,6,209,4.210,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
30878,7,215,4.186,That '70s Show: Season 1,Personalized (SVD)
30878,8,135,4.182,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
30878,9,241,4.161,North by Northwest,Personalized (SVD)
30878,10,167,4.159,The Chorus,Personalized (SVD)
823519,1,13,4.548,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
823519,2,68,4.482,Invader Zim,Personalized (SVD)
823519,3,325,4.430,Ghosts of Rwanda: Frontline,Personalized (SVD)
823519,4,304,4.426,King of the Hill: Season 1,Personalized (SVD)
823519,5,209,4.406,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
823519,6,270,4.386,Sex and the City: Season 4,Personalized (SVD)
823519,7,106,4.368,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
823519,8,359,4.366,Absolutely Fabulous: Series 5,Personalized (SVD)
823519,9,85,4.360,Elfen Lied,Personalized (SVD)
823519,10,33,4.354,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
893988,1,13,4.327,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
893988,2,33,4.286,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
893988,3,325,4.184,Ghosts of Rwanda: Frontline,Personalized (SVD)
893988,4,135,4.163,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
893988,5,106,4.117,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
893988,6,85,4.113,Elfen Lied,Personalized (SVD)
893988,7,68,4.100,Invader Zim,Personalized (SVD)
893988,8,215,4.095,That '70s Show: Season 1,Personalized (SVD)
893988,9,241,4.074,North by Northwest,Personalized (SVD)
893988,10,209,4.067,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
124105,1,13,4.541,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
124105,2,325,4.416,Ghosts of Rwanda: Frontline,Personalized (SVD)
124105,3,33,4.399,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
124105,4,68,4.361,Invader Zim,Personalized (SVD)
124105,5,135,4.355,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
124105,6,209,4.333,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
124105,7,106,4.327,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
124105,8,85,4.321,Elfen Lied,Personalized (SVD)
124105,9,215,4.299,That '70s Show: Season 1,Personalized (SVD)
124105,10,270,4.272,Sex and the City: Season 4,Personalized (SVD)
1248029,1,13,3.921,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1248029,2,325,3.845,Ghosts of Rwanda: Frontline,Personalized (SVD)
1248029,3,33,3.843,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1248029,4,68,3.806,Invader Zim,Personalized (SVD)
1248029,5,209,3.785,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1248029,6,106,3.774,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1248029,7,135,3.757,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1248029,8,85,3.752,Elfen Lied,Personalized (SVD)
1248029,9,270,3.719,Sex and the City: Season 4,Personalized (SVD)
1248029,10,167,3.714,The Chorus,Personalized (SVD)
1842128,1,13,4.513,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1842128,2,325,4.370,Ghosts of Rwanda: Frontline,Personalized (SVD)
1842128,3,359,4.326,Absolutely Fabulous: Series 5,Personalized (SVD)
1842128,4,209,4.313,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1842128,5,304,4.285,King of the Hill: Season 1,Personalized (SVD)
1842128,6,106,4.271,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1842128,7,215,4.258,That '70s Show: Season 1,Personalized (SVD)
1842128,8,85,4.249,Elfen Lied,Personalized (SVD)
1842128,9,33,4.245,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1842128,10,167,4.236,The Chorus,Personalized (SVD)
2238063,1,13,4.446,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2238063,2,325,4.421,Ghosts of Rwanda: Frontline,Personalized (SVD)
2238063,3,209,4.369,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
2238063,4,68,4.332,Invader Zim,Personalized (SVD)
2238063,5,135,4.318,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2238063,6,106,4.298,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2238063,7,304,4.281,King of the Hill: Season 1,Personalized (SVD)
2238063,8,33,4.279,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2238063,9,359,4.252,Absolutely Fabulous: Series 5,Personalized (SVD)
2238063,10,215,4.248,That '70s Show: Season 1,Personalized (SVD)
1503895,1,13,4.450,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1503895,2,33,4.345,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1503895,3,85,4.272,Elfen Lied,Personalized (SVD)
1503895,4,325,4.269,Ghosts of Rwanda: Frontline,Personalized (SVD)
1503895,5,135,4.258,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1503895,6,106,4.244,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1503895,7,68,4.232,Invader Zim,Personalized (SVD)
1503895,8,209,4.228,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1503895,9,241,4.206,North by Northwest,Personalized (SVD)
1503895,10,270,4.199,Sex and the City: Season 4,Personalized (SVD)
2207774,1,13,4.865,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2207774,2,106,4.739,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2207774,3,325,4.738,Ghosts of Rwanda: Frontline,Personalized (SVD)
2207774,4,135,4.712,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2207774,5,85,4.694,Elfen Lied,Personalized (SVD)
2207774,6,241,4.638,North by Northwest,Personalized (SVD)
2207774,7,68,4.627,Invader Zim,Personalized (SVD)
2207774,8,359,4.597,Absolutely Fabulous: Series 5,Personalized (SVD)
2207774,9,167,4.593,The Chorus,Personalized (SVD)
2207774,10,215,4.593,That '70s Show: Season 1,Personalized (SVD)
2590061,1,13,4.409,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2590061,2,33,4.348,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2590061,3,325,4.284,Ghosts of Rwanda: Frontline,Personalized (SVD)
2590061,4,304,4.265,King of the Hill: Season 1,Personalized (SVD)
2590061,5,209,4.245,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
2590061,6,135,4.191,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2590061,7,85,4.187,Elfen Lied,Personalized (SVD)
2590061,8,106,4.187,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2590061,9,215,4.186,That '70s Show: Season 1,Personalized (SVD)
2590061,10,241,4.176,North by Northwest,Personalized (SVD)
2442,1,33,4.427,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2442,2,13,4.421,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2442,3,325,4.253,Ghosts of Rwanda: Frontline,Personalized (SVD)
2442,4,215,4.241,That '70s Show: Season 1,Personalized (SVD)
2442,5,106,4.224,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
2442,6,85,4.210,Elfen Lied,Personalized (SVD)
2442,7,241,4.207,North by Northwest,Personalized (SVD)
2442,8,135,4.193,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2442,9,167,4.190,The Chorus,Personalized (SVD)
2442,10,270,4.158,Sex and the City: Season 4,Personalized (SVD)
543865,1,13,4.672,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
543865,2,325,4.634,Ghosts of Rwanda: Frontline,Personalized (SVD)
543865,3,33,4.598,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
543865,4,68,4.597,Invader Zim,Personalized (SVD)
543865,5,106,4.584,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
543865,6,135,4.525,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
543865,7,85,4.505,Elfen Lied,Personalized (SVD)
543865,8,209,4.503,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
543865,9,304,4.483,King of the Hill: Season 1,Personalized (SVD)
543865,10,241,4.473,North by Northwest,Personalized (SVD)
1209119,1,13,4.279,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1209119,2,68,4.201,Invader Zim,Personalized (SVD)
1209119,3,325,4.192,Ghosts of Rwanda: Frontline,Personalized (SVD)
1209119,4,106,4.176,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1209119,5,135,4.161,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1209119,6,85,4.149,Elfen Lied,Personalized (SVD)
1209119,7,33,4.077,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1209119,8,209,4.070,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1209119,9,215,4.070,That '70s Show: Season 1,Personalized (SVD)
1209119,10,167,4.051,The Chorus,Personalized (SVD)
804919,1,13,4.457,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
804919,2,325,4.336,Ghosts of Rwanda: Frontline,Personalized (SVD)
804919,3,135,4.314,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
804919,4,209,4.298,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
804919,5,106,4.282,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
804919,6,85,4.271,Elfen Lied,Personalized (SVD)
804919,7,33,4.257,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
804919,8,68,4.248,Invader Zim,Personalized (SVD)
804919,9,270,4.246,Sex and the City: Season 4,Personalized (SVD)
804919,10,359,4.231,Absolutely Fabulous: Series 5,Personalized (SVD)
1086807,1,13,4.542,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1086807,2,209,4.473,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1086807,3,325,4.416,Ghosts of Rwanda: Frontline,Personalized (SVD)
1086807,4,68,4.400,Invader Zim,Personalized (SVD)
1086807,5,33,4.370,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1086807,6,359,4.338,Absolutely Fabulous: Series 5,Personalized (SVD)
1086807,7,106,4.313,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1086807,8,304,4.308,King of the Hill: Season 1,Personalized (SVD)
1086807,9,133,4.306,Viva La Bam: Season 1,Personalized (SVD)
1086807,10,85,4.296,Elfen Lied,Personalized (SVD)
1711859,1,13,4.615,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1711859,2,325,4.489,Ghosts of Rwanda: Frontline,Personalized (SVD)
1711859,3,135,4.450,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1711859,4,106,4.440,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1711859,5,85,4.425,Elfen Lied,Personalized (SVD)
1711859,6,359,4.418,Absolutely Fabulous: Series 5,Personalized (SVD)
1711859,7,215,4.363,That '70s Show: Season 1,Personalized (SVD)
1711859,8,270,4.332,Sex and the City: Season 4,Personalized (SVD)
1711859,9,76,4.330,I Love Lucy: Season 2,Personalized (SVD)
1711859,10,316,4.323,Futurama: Monster Robot Maniac Fun Collection,Personalized (SVD)
372233,1,13,4.495,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
372233,2,325,4.387,Ghosts of Rwanda: Frontline,Personalized (SVD)
372233,3,209,4.362,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
372233,4,33,4.339,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
372233,5,106,4.315,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
372233,6,85,4.301,Elfen Lied,Personalized (SVD)
372233,7,135,4.294,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
372233,8,68,4.288,Invader Zim,Personalized (SVD)
372233,9,215,4.265,That '70s Show: Season 1,Personalized (SVD)
372233,10,359,4.255,Absolutely Fabulous: Series 5,Personalized (SVD)
1080361,1,13,4.871,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1080361,2,33,4.794,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1080361,3,325,4.751,Ghosts of Rwanda: Frontline,Personalized (SVD)
1080361,4,209,4.726,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1080361,5,106,4.676,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1080361,6,85,4.674,Elfen Lied,Personalized (SVD)
1080361,7,241,4.673,North by Northwest,Personalized (SVD)
1080361,8,270,4.652,Sex and the City: Season 4,Personalized (SVD)
1080361,9,135,4.649,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1080361,10,215,4.639,That '70s Show: Season 1,Personalized (SVD)
1245640,1,13,4.739,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1245640,2,33,4.627,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1245640,3,325,4.604,Ghosts of Rwanda: Frontline,Personalized (SVD)
1245640,4,209,4.571,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1245640,5,106,4.559,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1245640,6,270,4.548,Sex and the City: Season 4,Personalized (SVD)
1245640,7,85,4.523,Elfen Lied,Personalized (SVD)
1245640,8,135,4.520,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1245640,9,241,4.500,North by Northwest,Personalized (SVD)
1245640,10,215,4.495,That '70s Show: Season 1,Personalized (SVD)
558634,1,13,4.653,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
558634,2,325,4.539,Ghosts of Rwanda: Frontline,Personalized (SVD)
558634,3,33,4.486,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
558634,4,85,4.449,Elfen Lied,Personalized (SVD)
558634,5,106,4.446,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
558634,6,135,4.429,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
558634,7,241,4.416,North by Northwest,Personalized (SVD)
558634,8,68,4.398,Invader Zim,Personalized (SVD)
558634,9,167,4.378,The Chorus,Personalized (SVD)
558634,10,304,4.377,King of the Hill: Season 1,Personalized (SVD)
2165002,1,13,4.422,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
2165002,2,325,4.310,Ghosts of Rwanda: Frontline,Personalized (SVD)
2165002,3,209,4.256,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
2165002,4,304,4.255,King of the Hill: Season 1,Personalized (SVD)
2165002,5,68,4.243,Invader Zim,Personalized (SVD)
2165002,6,135,4.232,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
2165002,7,33,4.230,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
2165002,8,85,4.218,Elfen Lied,Personalized (SVD)
2165002,9,215,4.203,That '70s Show: Season 1,Personalized (SVD)
2165002,10,106,4.201,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1181550,1,13,4.848,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1181550,2,106,4.743,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1181550,3,85,4.699,Elfen Lied,Personalized (SVD)
1181550,4,68,4.669,Invader Zim,Personalized (SVD)
1181550,5,135,4.660,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1181550,6,325,4.658,Ghosts of Rwanda: Frontline,Personalized (SVD)
1181550,7,241,4.649,North by Northwest,Personalized (SVD)
1181550,8,167,4.611,The Chorus,Personalized (SVD)
1181550,9,215,4.606,That '70s Show: Season 1,Personalized (SVD)
1181550,10,316,4.582,Futurama: Monster Robot Maniac Fun Collection,Personalized (SVD)
1227322,1,13,2.610,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1227322,2,33,2.522,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1227322,3,209,2.487,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1227322,4,68,2.465,Invader Zim,Personalized (SVD)
1227322,5,135,2.459,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1227322,6,106,2.455,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1227322,7,359,2.412,Absolutely Fabulous: Series 5,Personalized (SVD)
1227322,8,152,2.321,A Little Princess,Personalized (SVD)
1227322,9,215,2.318,That '70s Show: Season 1,Personalized (SVD)
1227322,10,253,2.297,A Night at the Opera,Personalized (SVD)
427928,1,13,4.169,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
427928,2,209,4.104,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
427928,3,68,4.091,Invader Zim,Personalized (SVD)
427928,4,33,4.059,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
427928,5,85,4.057,Elfen Lied,Personalized (SVD)
427928,6,325,4.046,Ghosts of Rwanda: Frontline,Personalized (SVD)
427928,7,135,3.984,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
427928,8,215,3.982,That '70s Show: Season 1,Personalized (SVD)
427928,9,106,3.978,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
427928,10,270,3.976,Sex and the City: Season 4,Personalized (SVD)
814701,1,13,4.637,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
814701,2,209,4.522,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
814701,3,325,4.521,Ghosts of Rwanda: Frontline,Personalized (SVD)
814701,4,359,4.508,Absolutely Fabulous: Series 5,Personalized (SVD)
814701,5,106,4.461,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
814701,6,85,4.459,Elfen Lied,Personalized (SVD)
814701,7,33,4.458,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
814701,8,135,4.440,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
814701,9,241,4.419,North by Northwest,Personalized (SVD)
814701,10,76,4.411,I Love Lucy: Season 2,Personalized (SVD)
808731,1,13,4.576,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
808731,2,33,4.508,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
808731,3,106,4.438,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
808731,4,270,4.423,Sex and the City: Season 4,Personalized (SVD)
808731,5,325,4.411,Ghosts of Rwanda: Frontline,Personalized (SVD)
808731,6,215,4.391,That '70s Show: Season 1,Personalized (SVD)
808731,7,85,4.388,Elfen Lied,Personalized (SVD)
808731,8,167,4.367,The Chorus,Personalized (SVD)
808731,9,209,4.361,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
808731,10,241,4.341,North by Northwest,Personalized (SVD)
662870,1,13,4.535,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
662870,2,325,4.457,Ghosts of Rwanda: Frontline,Personalized (SVD)
662870,3,68,4.440,Invader Zim,Personalized (SVD)
662870,4,106,4.403,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
662870,5,33,4.371,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
662870,6,209,4.368,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
662870,7,304,4.363,King of the Hill: Season 1,Personalized (SVD)
662870,8,359,4.325,Absolutely Fabulous: Series 5,Personalized (SVD)
662870,9,135,4.317,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
662870,10,270,4.304,Sex and the City: Season 4,Personalized (SVD)
337541,1,13,4.401,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
337541,2,68,4.384,Invader Zim,Personalized (SVD)
337541,3,33,4.379,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
337541,4,325,4.359,Ghosts of Rwanda: Frontline,Personalized (SVD)
337541,5,209,4.295,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
337541,6,106,4.282,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
337541,7,135,4.250,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
337541,8,241,4.224,North by Northwest,Personalized (SVD)
337541,9,85,4.221,Elfen Lied,Personalized (SVD)
337541,10,215,4.190,That '70s Show: Season 1,Personalized (SVD)
786312,1,13,3.817,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
786312,2,106,3.705,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
786312,3,325,3.682,Ghosts of Rwanda: Frontline,Personalized (SVD)
786312,4,68,3.657,Invader Zim,Personalized (SVD)
786312,5,135,3.656,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
786312,6,85,3.656,Elfen Lied,Personalized (SVD)
786312,7,359,3.619,Absolutely Fabulous: Series 5,Personalized (SVD)
786312,8,209,3.614,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
786312,9,33,3.602,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
786312,10,215,3.556,That '70s Show: Season 1,Personalized (SVD)
1133214,1,13,4.796,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1133214,2,325,4.740,Ghosts of Rwanda: Frontline,Personalized (SVD)
1133214,3,33,4.728,Aqua Teen Hunger Force: Vol. 1,Personalized (SVD)
1133214,4,135,4.688,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1133214,5,209,4.666,Star Trek: Deep Space Nine: Season 5,Personalized (SVD)
1133214,6,106,4.646,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1133214,7,85,4.632,Elfen Lied,Personalized (SVD)
1133214,8,359,4.607,Absolutely Fabulous: Series 5,Personalized (SVD)
1133214,9,68,4.593,Invader Zim,Personalized (SVD)
1133214,10,133,4.593,Viva La Bam: Season 1,Personalized (SVD)
1537427,1,13,4.567,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,Personalized (SVD)
1537427,2,325,4.507,Ghosts of Rwanda: Frontline,Personalized (SVD)
1537427,3,304,4.404,King of the Hill: Season 1,Personalized (SVD)
1537427,4,135,4.377,GTO: Great Teacher Onizuka: Set 2,Personalized (SVD)
1537427,5,106,4.375,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,Personalized (SVD)
1537427,6,359,4.355,Absolutely Fabulous: Series 5,Personalized (SVD)
1537427,7,215,4.351,That '70s Show: Season 1,Personalized (SVD)
